video_id,author,comment,like_count,published_at,keyword,video_title,cleaning,case_folding,tokenizing,normalisasi,label
5ylqhmQn-CE,@venomdiwas7413,Karma for rrq rrq need Skyler,0,2026-03-30T06:43:06Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Karma for rrq rrq need Skyler,karma for rrq rrq need skyler,"['karma', 'for', 'rrq', 'rrq', 'need', 'skyler']","['karma', 'for', 'rrq', 'rrq', 'need', 'skyler']",Non-Toxic
5ylqhmQn-CE,@Jahzwinn,TLID bouncing back fr!,0,2026-03-30T02:19:01Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,TLID bouncing back fr,tlid bouncing back fr,"['tlid', 'bouncing', 'back', 'fr']","['tlid', 'bouncing', 'back', 'fr']",Non-Toxic
5ylqhmQn-CE,@nclff7060,💇‍♂️💇👶,0,2026-03-30T01:38:39Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,,,[],[],Non-Toxic
5ylqhmQn-CE,@cvcodes,Mirko going streamer mode 7:37:41,0,2026-03-30T01:36:17Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Mirko going streamer mode,mirko going streamer mode,"['mirko', 'going', 'streamer', 'mode']","['mirko', 'going', 'streamer', 'mode']",Non-Toxic
5ylqhmQn-CE,@UnOfficialD,7:41:50 is that vonz?,0,2026-03-30T00:11:31Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,is that vonz,is that vonz,"['is', 'that', 'vonz']","['is', 'that', 'vonz']",Non-Toxic
5ylqhmQn-CE,@cedjistaken,"Casters are in a different realm, Filipino caster tried not to be bias, but them, they are really expressing it specially during onic vs rrq game 😂",4,2026-03-29T23:36:03Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Casters are in a different realm Filipino caster tried not to be bias but them they are really expressing it specially during onic vs rrq game,casters are in a different realm filipino caster tried not to be bias but them they are really expressing it specially during onic vs rrq game,"['casters', 'are', 'in', 'a', 'different', 'realm', 'filipino', 'caster', 'tried', 'not', 'to', 'be', 'bias', 'but', 'them', 'they', 'are', 'really', 'expressing', 'it', 'specially', 'during', 'onic', 'vs', 'rrq', 'game']","['casters', 'are', 'in', 'a', 'different', 'realm', 'filipino', 'caster', 'tried', 'not', 'to', 'be', 'bias', 'but', 'them', 'they', 'are', 'really', 'expressing', 'it', 'specially', 'during', 'onic', 'vs', 'rrq', 'game']",Non-Toxic
5ylqhmQn-CE,@atungkips,Nael is a joke man,0,2026-03-29T23:12:21Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Nael is a joke man,nael is a joke man,"['nael', 'is', 'a', 'joke', 'man']","['nael', 'is', 'a', 'joke', 'man']",Non-Toxic
5ylqhmQn-CE,@guikamei8624,Idok Rinz Skylar Dyren Sutsujin was the best combination... i never expect RRQ to be in 0 win till now,0,2026-03-29T21:25:23Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Idok Rinz Skylar Dyren Sutsujin was the best combination i never expect RRQ to be in win till now,idok rinz skylar dyren sutsujin was the best combination i never expect rrq to be in win till now,"['idok', 'rinz', 'skylar', 'dyren', 'sutsujin', 'was', 'the', 'best', 'combination', 'i', 'never', 'expect', 'rrq', 'to', 'be', 'in', 'win', 'till', 'now']","['idok', 'rinz', 'skylar', 'dyren', 'sutsujin', 'was', 'the', 'best', 'combination', 'i', 'never', 'expect', 'rrq', 'to', 'be', 'in', 'win', 'till', 'now']",Non-Toxic
5ylqhmQn-CE,@UntoldStories-s5r,Why emann dont play,0,2026-03-29T21:08:29Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Why emann dont play,why emann dont play,"['why', 'emann', 'dont', 'play']","['why', 'emann', 'dont', 'play']",Non-Toxic
5ylqhmQn-CE,@pianobaibhavv2954,kelra is such a carry,5,2026-03-29T19:36:58Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,kelra is such a carry,kelra is such a carry,"['kelra', 'is', 'such', 'a', 'carry']","['kelra', 'is', 'such', 'a', 'carry']",Non-Toxic
5ylqhmQn-CE,@SpawnRari1138,"This woman should always cast, she actually knows how to cast, she describes tactics as where the other one just knows how to scream, i think he name is Brigida? She shouldn't be a caster. She may know how to play but more than half of the time all she says it's ""yea"" or repeats what the others saying. Day two she said ""fight that thing"" FIGHT THAT THING? Really? Hahaha teach her how to describe gameplay. Anyway, this is my humble opinion, not hating on her, just that this woman brings more knowledge into the game. You can tell there's a huge gap in knowledge between the two. Shout-out to Aeterna and Mirko, he's my favorite caster. PS- I love it when Aeterna asks questions because it isn't much for herself, but for the audience to get information, when she asks and the others respond, they give such a wise answer that has helped me in game, such answers can only come from a spot-on wise question",17,2026-03-29T19:31:06Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,This woman should always cast she actually knows how to cast she describes tactics as where the other one just knows how to scream i think he name is Brigida She shouldnt be a caster She may know how to play but more than half of the time all she says its yea or repeats what the others saying Day two she said fight that thing FIGHT THAT THING Really Hahaha teach her how to describe gameplay Anyway this is my humble opinion not hating on her just that this woman brings more knowledge into the game You can tell theres a huge gap in knowledge between the two Shoutout to Aeterna and Mirko hes my favorite caster PS I love it when Aeterna asks questions because it isnt much for herself but for the audience to get information when she asks and the others respond they give such a wise answer that has helped me in game such answers can only come from a spoton wise question,this woman should always cast she actually knows how to cast she describes tactics as where the other one just knows how to scream i think he name is brigida she shouldnt be a caster she may know how to play but more than half of the time all she says its yea or repeats what the others saying day two she said fight that thing fight that thing really hahaha teach her how to describe gameplay anyway this is my humble opinion not hating on her just that this woman brings more knowledge into the game you can tell theres a huge gap in knowledge between the two shoutout to aeterna and mirko hes my favorite caster ps i love it when aeterna asks questions because it isnt much for herself but for the audience to get information when she asks and the others respond they give such a wise answer that has helped me in game such answers can only come from a spoton wise question,"['this', 'woman', 'should', 'always', 'cast', 'she', 'actually', 'knows', 'how', 'to', 'cast', 'she', 'describes', 'tactics', 'as', 'where', 'the', 'other', 'one', 'just', 'knows', 'how', 'to', 'scream', 'i', 'think', 'he', 'name', 'is', 'brigida', 'she', 'shouldnt', 'be', 'a', 'caster', 'she', 'may', 'know', 'how', 'to', 'play', 'but', 'more', 'than', 'half', 'of', 'the', 'time', 'all', 'she', 'says', 'its', 'yea', 'or', 'repeats', 'what', 'the', 'others', 'saying', 'day', 'two', 'she', 'said', 'fight', 'that', 'thing', 'fight', 'that', 'thing', 'really', 'hahaha', 'teach', 'her', 'how', 'to', 'describe', 'gameplay', 'anyway', 'this', 'is', 'my', 'humble', 'opinion', 'not', 'hating', 'on', 'her', 'just', 'that', 'this', 'woman', 'brings', 'more', 'knowledge', 'into', 'the', 'game', 'you', 'can', 'tell', 'theres', 'a', 'huge', 'gap', 'in', 'knowledge', 'between', 'the', 'two', 'shoutout', 'to', 'aeterna', 'and', 'mirko', 'hes', 'my', 'favorite', 'caster', 'ps', 'i', 'love', 'it', 'when', 'aeterna', 'asks', 'questions', 'because', 'it', 'isnt', 'much', 'for', 'herself', 'but', 'for', 'the', 'audience', 'to', 'get', 'information', 'when', 'she', 'asks', 'and', 'the', 'others', 'respond', 'they', 'give', 'such', 'a', 'wise', 'answer', 'that', 'has', 'helped', 'me', 'in', 'game', 'such', 'answers', 'can', 'only', 'come', 'from', 'a', 'spoton', 'wise', 'question']","['this', 'woman', 'should', 'always', 'cast', 'she', 'actually', 'knows', 'how', 'to', 'cast', 'she', 'describes', 'tactics', 'as', 'where', 'the', 'other', 'one', 'just', 'knows', 'how', 'to', 'scream', 'i', 'think', 'he', 'name', 'is', 'brigida', 'she', 'shouldnt', 'be', 'a', 'caster', 'she', 'may', 'know', 'how', 'to', 'play', 'but', 'more', 'than', 'half', 'of', 'the', 'time', 'all', 'she', 'says', 'its', 'yea', 'or', 'repeats', 'what', 'the', 'others', 'saying', 'day', 'two', 'she', 'said', 'fight', 'that', 'thing', 'fight', 'that', 'thing', 'really', 'hahaha', 'teach', 'her', 'how', 'to', 'describe', 'gameplay', 'anyway', 'this', 'is', 'my', 'humble', 'opinion', 'not', 'hating', 'on', 'her', 'just', 'that', 'this', 'woman', 'brings', 'more', 'knowledge', 'into', 'the', 'game', 'you', 'can', 'tell', 'theres', 'a', 'huge', 'gap', 'in', 'knowledge', 'between', 'the', 'two', 'shoutout', 'to', 'aeterna', 'and', 'mirko', 'hes', 'my', 'favorite', 'caster', 'ps', 'i', 'love', 'it', 'when', 'aeterna', 'asks', 'questions', 'because', 'it', 'isnt', 'much', 'for', 'herself', 'but', 'for', 'the', 'audience', 'to', 'get', 'information', 'when', 'she', 'asks', 'and', 'the', 'others', 'respond', 'they', 'give', 'such', 'a', 'wise', 'answer', 'that', 'has', 'helped', 'me', 'in', 'game', 'such', 'answers', 'can', 'only', 'come', 'from', 'a', 'spoton', 'wise', 'question']",Non-Toxic
5ylqhmQn-CE,@jaysonflores7488,Hindi man lang nagamit ung spell ni kelra nung game 2😂😂😂,0,2026-03-29T18:39:35Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Hindi man lang nagamit ung spell ni kelra nung game,hindi man lang nagamit ung spell ni kelra nung game,"['hindi', 'man', 'lang', 'nagamit', 'ung', 'spell', 'ni', 'kelra', 'nung', 'game']","['hindi', 'man', 'lang', 'nagamit', 'ung', 'spell', 'ni', 'kelra', 'nung', 'game']",Non-Toxic
5ylqhmQn-CE,@febmarsescon,Mas mahirap pa interview kesa mag laro Kay kelra eh hahah,3,2026-03-29T18:18:22Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Mas mahirap pa interview kesa mag laro Kay kelra eh hahah,mas mahirap pa interview kesa mag laro kay kelra eh hahah,"['mas', 'mahirap', 'pa', 'interview', 'kesa', 'mag', 'laro', 'kay', 'kelra', 'eh', 'hahah']","['mas', 'mahirap', 'pa', 'interview', 'kesa', 'mag', 'laro', 'kay', 'kelra', 'eh', 'hahah']",Non-Toxic
5ylqhmQn-CE,@noobfanny-mp6ib,Kelra only struggle with interview 😂,10,2026-03-29T17:57:28Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Kelra only struggle with interview,kelra only struggle with interview,"['kelra', 'only', 'struggle', 'with', 'interview']","['kelra', 'only', 'struggle', 'with', 'interview']",Non-Toxic
5ylqhmQn-CE,@nocturne8170,Kelras hardest fight is the interview,28,2026-03-29T17:54:02Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Kelras hardest fight is the interview,kelras hardest fight is the interview,"['kelras', 'hardest', 'fight', 'is', 'the', 'interview']","['kelras', 'hardest', 'fight', 'is', 'the', 'interview']",Non-Toxic
5ylqhmQn-CE,@DanielKennedy-yi4wi,"grabe galing ni Kelra, do not comeback here in Philippines. Dyan ka na lang sa Indonesia😂",10,2026-03-29T17:27:19Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,grabe galing ni Kelra do not comeback here in Philippines Dyan ka na lang sa Indonesia,grabe galing ni kelra do not comeback here in philippines dyan ka na lang sa indonesia,"['grabe', 'galing', 'ni', 'kelra', 'do', 'not', 'comeback', 'here', 'in', 'philippines', 'dyan', 'ka', 'na', 'lang', 'sa', 'indonesia']","['grabe', 'galing', 'ni', 'kelra', 'do', 'not', 'comeback', 'here', 'in', 'philippines', 'dyan', 'ka', 'na', 'lang', 'sa', 'indonesia']",Non-Toxic
5ylqhmQn-CE,@JohnlloydMag-aso-p2p,"Dyan ka nalang kelra artista kana same kairi, wag na dito sa pinas mahal na gas😂",2,2026-03-29T17:10:55Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Dyan ka nalang kelra artista kana same kairi wag na dito sa pinas mahal na gas,dyan ka nalang kelra artista kana same kairi wag na dito sa pinas mahal na gas,"['dyan', 'ka', 'nalang', 'kelra', 'artista', 'kana', 'same', 'kairi', 'wag', 'na', 'dito', 'sa', 'pinas', 'mahal', 'na', 'gas']","['dyan', 'ka', 'nalang', 'kelra', 'artista', 'kana', 'same', 'kairi', 'wag', 'na', 'dito', 'sa', 'pinas', 'mahal', 'na', 'gas']",Non-Toxic
5ylqhmQn-CE,@yeslekserven4192,Pano naging mvp si koboy don?,2,2026-03-29T16:41:26Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Pano naging mvp si koboy don,pano naging mvp si koboy don,"['pano', 'naging', 'mvp', 'si', 'koboy', 'don']","['pano', 'naging', 'mvp', 'si', 'koboy', 'don']",Non-Toxic
5ylqhmQn-CE,@ZeeLenaMontage,Hahahahahhaa Binalagbag nanaman hahahahahah,0,2026-03-29T16:15:17Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Hahahahahhaa Binalagbag nanaman hahahahahah,hahahahahhaa binalagbag nanaman hahahahahah,"['hahahahahhaa', 'binalagbag', 'nanaman', 'hahahahahah']","['hahahahahhaa', 'binalagbag', 'nanaman', 'hahahahahah']",Non-Toxic
5ylqhmQn-CE,@jdlstrlpz,kelra only died once since yesterday,31,2026-03-29T16:12:55Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,kelra only died once since yesterday,kelra only died once since yesterday,"['kelra', 'only', 'died', 'once', 'since', 'yesterday']","['kelra', 'only', 'died', 'once', 'since', 'yesterday']",Non-Toxic
5ylqhmQn-CE,@theonemoretti-6,full streamer mode at the last game just disqusting 😂😂,3,2026-03-29T15:58:52Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,full streamer mode at the last game just disqusting,full streamer mode at the last game just disqusting,"['full', 'streamer', 'mode', 'at', 'the', 'last', 'game', 'just', 'disqusting']","['full', 'streamer', 'mode', 'at', 'the', 'last', 'game', 'just', 'disqusting']",Non-Toxic
5ylqhmQn-CE,@Roeign,ONIC ID IS SURE CHAMP IN MSC CAUZ OF THIS TWO PINOY ..🤣  BUT M8 IS STILL IN  PHIL.FOR SURE 🙄😅,3,2026-03-29T15:55:04Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,ONIC ID IS SURE CHAMP IN MSC CAUZ OF THIS TWO PINOY BUT M IS STILL IN PHILFOR SURE,onic id is sure champ in msc cauz of this two pinoy but m is still in philfor sure,"['onic', 'id', 'is', 'sure', 'champ', 'in', 'msc', 'cauz', 'of', 'this', 'two', 'pinoy', 'but', 'm', 'is', 'still', 'in', 'philfor', 'sure']","['onic', 'id', 'is', 'sure', 'champ', 'in', 'msc', 'cauz', 'of', 'this', 'two', 'pinoy', 'but', 'm', 'is', 'still', 'in', 'philfor', 'sure']",Non-Toxic
5ylqhmQn-CE,@Chadmi333,7:37:35 best play of aeterna. thank me later,20,2026-03-29T15:33:40Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,best play of aeterna thank me later,best play of aeterna thank me later,"['best', 'play', 'of', 'aeterna', 'thank', 'me', 'later']","['best', 'play', 'of', 'aeterna', 'thank', 'me', 'later']",Non-Toxic
5ylqhmQn-CE,@markDevera-c7c,hahahah ungol,3,2026-03-29T15:31:07Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,hahahah ungol,hahahah ungol,"['hahahah', 'ungol']","['hahahah', 'ungol']",Non-Toxic
5ylqhmQn-CE,@MikaGaming26,Keren banget dehh superstarku,0,2026-03-29T15:31:00Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,Keren banget dehh superstarku,keren banget dehh superstarku,"['keren', 'banget', 'dehh', 'superstarku']","['keren', 'banget', 'dehh', 'superstarku']",Non-Toxic
5ylqhmQn-CE,@genesislacap6306,"grabe buhat ni kelra tong onic, baka mag msc champ pa to",6,2026-03-29T15:01:25Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English,grabe buhat ni kelra tong onic baka mag msc champ pa to,grabe buhat ni kelra tong onic baka mag msc champ pa to,"['grabe', 'buhat', 'ni', 'kelra', 'tong', 'onic', 'baka', 'mag', 'msc', 'champ', 'pa', 'to']","['grabe', 'buhat', 'ni', 'kelra', 'tong', 'onic', 'baka', 'mag', 'msc', 'champ', 'pa', 'to']",Non-Toxic
oONpvaoDFyQ,@EsKosong-f2i,komentator si cewek bener2 berisik,0,2026-05-12T14:17:44Z,MPL Indonesia Week 1,[ID] | M7 Swiss Stage Day 1 | ONIC vs BGT | Game 1,komentator si cewek bener berisik,komentator si cewek bener berisik,"['komentator', 'si', 'cewek', 'bener', 'berisik']","['komentator', 'si', 'cewek', 'bener', 'berisik']",Non-Toxic
oONpvaoDFyQ,@dealfa-p2t,Wah gg Onic kemarin bostgate menang sekarang kalah,0,2026-04-30T11:12:58Z,MPL Indonesia Week 1,[ID] | M7 Swiss Stage Day 1 | ONIC vs BGT | Game 1,Wah gg Onic kemarin bostgate menang sekarang kalah,wah gg onic kemarin bostgate menang sekarang kalah,"['wah', 'gg', 'onic', 'kemarin', 'bostgate', 'menang', 'sekarang', 'kalah']","['wah', 'gg', 'onic', 'kemarin', 'bostgate', 'menang', 'sekarang', 'kalah']",Non-Toxic
oONpvaoDFyQ,@bagas_hitam_pekat,ereksi liatnya 😂,0,2026-04-26T12:22:32Z,MPL Indonesia Week 1,[ID] | M7 Swiss Stage Day 1 | ONIC vs BGT | Game 1,ereksi liatnya,ereksi liatnya,"['ereksi', 'liatnya']","['ereksi', 'liatnya']",Non-Toxic
oONpvaoDFyQ,@dailystory8712,Pake ixia enak sih,0,2026-04-10T10:15:37Z,MPL Indonesia Week 1,[ID] | M7 Swiss Stage Day 1 | ONIC vs BGT | Game 1,Pake ixia enak sih,pake ixia enak sih,"['pake', 'ixia', 'enak', 'sih']","['pake', 'ixia', 'enak', 'sih']",Non-Toxic
oONpvaoDFyQ,@HAFSAHafizd-l1n,"Jaga. Remehi. Onik indo tim terkuat bos 
Siapa beraniy sombon kashpaham",1,2026-04-01T08:33:01Z,MPL Indonesia Week 1,[ID] | M7 Swiss Stage Day 1 | ONIC vs BGT | Game 1,Jaga Remehi Onik indo tim terkuat bos Siapa beraniy sombon kashpaham,jaga remehi onik indo tim terkuat bos siapa beraniy sombon kashpaham,"['jaga', 'remehi', 'onik', 'indo', 'tim', 'terkuat', 'bos', 'siapa', 'beraniy', 'sombon', 'kashpaham']","['jaga', 'remehi', 'onik', 'indo', 'tim', 'terkuat', 'bos', 'siapa', 'beraniy', 'sombon', 'kashpaham']",Non-Toxic
oONpvaoDFyQ,@Fais-e5v4h,bilangin ke pemain turki jangan nangezz,0,2026-03-28T13:58:03Z,MPL Indonesia Week 1,[ID] | M7 Swiss Stage Day 1 | ONIC vs BGT | Game 1,bilangin ke pemain turki jangan nangezz,bilangin ke pemain turki jangan nangezz,"['bilangin', 'ke', 'pemain', 'turki', 'jangan', 'nangezz']","['bilangin', 'ke', 'pemain', 'turki', 'jangan', 'nangezz']",Non-Toxic
oONpvaoDFyQ,@Laceyaa,Huhuu gg bangettttt ❤,0,2026-03-28T06:23:29Z,MPL Indonesia Week 1,[ID] | M7 Swiss Stage Day 1 | ONIC vs BGT | Game 1,Huhuu gg bangettttt,huhuu gg bangettttt,"['huhuu', 'gg', 'bangettttt']","['huhuu', 'gg', 'bangettttt']",Non-Toxic
oONpvaoDFyQ,@SriWahyuni-j5z3o,agaka geter paling kairul malah ganti flitingtime,0,2026-03-28T01:21:04Z,MPL Indonesia Week 1,[ID] | M7 Swiss Stage Day 1 | ONIC vs BGT | Game 1,agaka geter paling kairul malah ganti flitingtime,agaka geter paling kairul malah ganti flitingtime,"['agaka', 'geter', 'paling', 'kairul', 'malah', 'ganti', 'flitingtime']","['agaka', 'geter', 'paling', 'kairul', 'malah', 'ganti', 'flitingtime']",Non-Toxic
WnDYQEcFAl4,@Diarfadillah-s8m,KING ONIC VS BOT AI,0,2026-05-06T18:09:25Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,KING ONIC VS BOT AI,king onic vs bot ai,"['king', 'onic', 'vs', 'bot', 'ai']","['king', 'onic', 'vs', 'bot', 'ai']",Toxic
WnDYQEcFAl4,@diansusanto3797,Gold Lane idaman,0,2026-04-19T08:43:46Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,Gold Lane idaman,gold lane idaman,"['gold', 'lane', 'idaman']","['gold', 'lane', 'idaman']",Non-Toxic
WnDYQEcFAl4,@yogifirnando2394,2:30 itu cewek namanya siapa bg yang pakek jaket,0,2026-04-17T06:35:26Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,itu cewek namanya siapa bg yang pakek jaket,itu cewek namanya siapa bg yang pakek jaket,"['itu', 'cewek', 'namanya', 'siapa', 'bg', 'yang', 'pakek', 'jaket']","['itu', 'cewek', 'namanya', 'siapa', 'bg', 'yang', 'pakek', 'jaket']",Non-Toxic
WnDYQEcFAl4,@sanjaybormundi733,2:29 camera Man never disappoint 😅,0,2026-04-16T18:45:45Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,camera Man never disappoint,camera man never disappoint,"['camera', 'man', 'never', 'disappoint']","['camera', 'man', 'never', 'disappoint']",Non-Toxic
WnDYQEcFAl4,@Jiwoooshiiii,Baloy poke,0,2026-04-15T12:28:36Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,Baloy poke,baloy poke,"['baloy', 'poke']","['baloy', 'poke']",Non-Toxic
WnDYQEcFAl4,@faraofficial9559,Mm god kelra 😮,0,2026-04-14T16:43:36Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,Mm god kelra,mm god kelra,"['mm', 'god', 'kelra']","['mm', 'god', 'kelra']",Non-Toxic
WnDYQEcFAl4,@ArsyilYadistri-u7g,Ini lagi live strem kah,0,2026-04-10T10:55:06Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,Ini lagi live strem kah,ini lagi live strem kah,"['ini', 'lagi', 'live', 'strem', 'kah']","['ini', 'lagi', 'live', 'strem', 'kah']",Non-Toxic
WnDYQEcFAl4,@ArsyilYadistri-u7g,Halo,0,2026-04-10T10:53:57Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,Halo,halo,['halo'],['halo'],Non-Toxic
WnDYQEcFAl4,@faridanoorhidayati6524,kumar,0,2026-04-10T09:44:27Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,kumar,kumar,['kumar'],['kumar'],Non-Toxic
WnDYQEcFAl4,@nugie9090,Chiki tuy,0,2026-04-10T09:20:17Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,Chiki tuy,chiki tuy,"['chiki', 'tuy']","['chiki', 'tuy']",Non-Toxic
WnDYQEcFAl4,@nugie9090,Jeje,0,2026-04-10T09:19:45Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,Jeje,jeje,['jeje'],['jeje'],Non-Toxic
WnDYQEcFAl4,@Ipah-p9c,semoga tim onic menang,0,2026-04-09T14:20:18Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,semoga tim onic menang,semoga tim onic menang,"['semoga', 'tim', 'onic', 'menang']","['semoga', 'tim', 'onic', 'menang']",Non-Toxic
WnDYQEcFAl4,@az1mov1c23,CW coach😂,0,2026-04-09T14:05:28Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,CW coach,cw coach,"['cw', 'coach']","['cw', 'coach']",Non-Toxic
WnDYQEcFAl4,@Muhamadsemman,Kelas kelra,0,2026-04-09T05:17:54Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,Kelas kelra,kelas kelra,"['kelas', 'kelra']","['kelas', 'kelra']",Non-Toxic
WnDYQEcFAl4,@akmal2592,Kelraaaaaaaaa,0,2026-04-08T19:25:15Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,Kelraaaaaaaaa,kelraaaaaaaaa,['kelraaaaaaaaa'],['kelraaaaaaaaa'],Non-Toxic
WnDYQEcFAl4,@rujlangani1930,😮😮,0,2026-04-08T13:56:04Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,,,[],[],Non-Toxic
WnDYQEcFAl4,@FarohRahadatulhayah,Kairi gak lagi Kumar kak😂😂😂😊,0,2026-04-08T13:27:12Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,Kairi gak lagi Kumar kak,kairi gak lagi kumar kak,"['kairi', 'gak', 'lagi', 'kumar', 'kak']","['kairi', 'tidak', 'lagi', 'kumar', 'kak']",Non-Toxic
WnDYQEcFAl4,@rifkyputra6,Kumar kumar kumar,0,2026-04-07T23:23:03Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,Kumar kumar kumar,kumar kumar kumar,"['kumar', 'kumar', 'kumar']","['kumar', 'kumar', 'kumar']",Non-Toxic
WnDYQEcFAl4,@ShortStory23-i4i,pak pulung kagak usah ngecast modal teriak2 doang bikin bising gak enak di denger @MPLIndonesia,1,2026-04-07T20:13:34Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 1 | #MPLIDS17,pak pulung kagak usah ngecast modal teriak doang bikin bising gak enak di denger,pak pulung kagak usah ngecast modal teriak doang bikin bising gak enak di denger,"['pak', 'pulung', 'kagak', 'usah', 'ngecast', 'modal', 'teriak', 'doang', 'bikin', 'bising', 'gak', 'enak', 'di', 'denger']","['pak', 'pulung', 'kagak', 'usah', 'ngecast', 'modal', 'teriak', 'doang', 'bikin', 'bising', 'tidak', 'enak', 'di', 'denger']",Non-Toxic
