video_id,author,comment,like_count,published_at,keyword,video_title
hDZPlWX8UkY,@YTAhlamOfficial,27:27 Ngapain tuh Skylar anuin Kairi 🫣,0,2026-05-02T10:47:40Z,MPL Indonesia Week 2,ONIC vs RRQ HOSHI | Regular Season Week 6 Day 3 | Game 2 | #MPLIDS16
hDZPlWX8UkY,@AhmadMuhammad-r1v,RRQ bawa kata terimakasih udah hadir,0,2026-05-02T05:29:24Z,MPL Indonesia Week 2,ONIC vs RRQ HOSHI | Regular Season Week 6 Day 3 | Game 2 | #MPLIDS16
hDZPlWX8UkY,@KampungTempel,😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,0,2026-05-01T13:02:20Z,MPL Indonesia Week 2,ONIC vs RRQ HOSHI | Regular Season Week 6 Day 3 | Game 2 | #MPLIDS16
hDZPlWX8UkY,@OlaySoff-v6x7i,Skylar 😢,0,2026-05-01T03:26:06Z,MPL Indonesia Week 2,ONIC vs RRQ HOSHI | Regular Season Week 6 Day 3 | Game 2 | #MPLIDS16
hDZPlWX8UkY,@Azzahra_mputt,Gila keras nyo gak ada perlawanan,0,2026-04-15T11:09:10Z,MPL Indonesia Week 2,ONIC vs RRQ HOSHI | Regular Season Week 6 Day 3 | Game 2 | #MPLIDS16
hDZPlWX8UkY,@BillalSukses2027,Toyy anomali,0,2026-04-12T04:00:27Z,MPL Indonesia Week 2,ONIC vs RRQ HOSHI | Regular Season Week 6 Day 3 | Game 2 | #MPLIDS16
hDZPlWX8UkY,@MuhammadFikri-r8m,dgjxwfxe,0,2026-04-10T11:20:21Z,MPL Indonesia Week 2,ONIC vs RRQ HOSHI | Regular Season Week 6 Day 3 | Game 2 | #MPLIDS16
hDZPlWX8UkY,@SarahTangipau,RRQ ttp idolaku❤,0,2026-03-29T03:38:52Z,MPL Indonesia Week 2,ONIC vs RRQ HOSHI | Regular Season Week 6 Day 3 | Game 2 | #MPLIDS16
hDZPlWX8UkY,@RagilAzizahRagilSaputri-l3c,yg suka Kairi absen ya!!,0,2026-03-28T05:16:44Z,MPL Indonesia Week 2,ONIC vs RRQ HOSHI | Regular Season Week 6 Day 3 | Game 2 | #MPLIDS16
Mm44Ic3xi9c,@IjulLeaf,Haha hari ini dibalas dong walau 2-1,0,2026-04-26T12:07:56Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@XiomiA2okr-o7k,Onik tak Ter kalah kan,0,2026-04-23T01:45:22Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@vanessa8z,12:56 detik detik chip terbang,0,2026-04-13T09:20:50Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@riyansetiawan6858,Astagaaa itu kiboy sama baloy make up atau editan nya gileee banget kaya cw gitu tebel jd kocak,0,2026-04-10T11:54:03Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@yoggiyagami4626,The real mugiwara lutpi 🔥,0,2026-04-09T16:27:24Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@kholidnur6782,"Kairi Master Assassin 🔥 lutpi dengan Sora nya sangar uy, hajar terus",0,2026-04-09T09:45:40Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@aldyferdian4979,udah kaya lawan epic 😂,0,2026-04-08T18:00:55Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@helleluya5085,"freya exp, masha gold this server is a joke",0,2026-04-08T11:41:17Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@c-19survivegaming91,Disuruh nge caster malah nge rap😭,0,2026-04-08T08:34:08Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@zulfahrifahri7918,Ini onic vs party rank epic kah?,0,2026-04-08T01:31:06Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@aligukaofficial334,Baloy roam overrated,0,2026-04-07T22:29:38Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@BaronSnakeHeadYT,Thumbnail nya dah tolong min baloy kaya mbak2 anjir,1,2026-04-07T22:27:03Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@geraldineoliviakristianto5204,Ditutorin sora anjir 😂😂😂,0,2026-04-07T13:50:00Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@BasitLanang,ada yang nyadar gk kiboy ngasih mic di kacangin wkwkwkwk😂😂😂😂,0,2026-04-07T11:44:20Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@NapandeRambe,Kiboyyyyy😂🎉,0,2026-04-07T06:38:11Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@Pajri-uj3wz,13:35,0,2026-04-06T16:44:30Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@stokopm-s8k,gila kiboy zoning jauh banget😭,0,2026-04-06T15:04:44Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@riskibot56,2.0 gak tu,0,2026-04-06T12:49:41Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@zahwaalia4224,lutpi kalo maen sora gilaa bangetttt woi,0,2026-04-06T11:54:25Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@fayechromes,thumbnailnya slay bgtt woiilah😭😭💞,0,2026-04-06T10:21:19Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@sandimrizki,Tutor cara main awan di lategame di sans😅🎉,0,2026-04-05T16:27:19Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@xanci_short,Bubar ajat tim  geekfam 😂😂,0,2026-04-05T15:28:48Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@nan-x1c,Haha ini yg gold fighter itu? Fa ngaruh lah mau bagaimanapun kelra di solo kill gold fighter mimpi lah adik adik,0,2026-04-05T04:25:04Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@kawandrakor,"list yang udah ada di atas oniic
1.idok
2.baloy",0,2026-04-05T04:16:35Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@tokowanhaji5610,Sora kan mau buat collab (kayaknya) buat luffy jadi fi tes dulu fi lutfi,0,2026-04-05T02:50:23Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@asrofulisma5347,"Roamnya kocak terus 
Kenapa diambil balo itu 😅
Draft nya gak masuk itu",0,2026-04-05T02:35:12Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@awanrider5873,geek ngapain jir,0,2026-04-05T02:18:41Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@yaelahrisris,11:24 Awan baloy,0,2026-04-05T01:36:11Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@kumar_07-e6d,Baloy naik awan sampai ke tengah😅,0,2026-04-04T23:47:13Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@Beastshopfans,Kelra mekanik nya ngeri banget njir,0,2026-04-04T18:16:47Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@anakajaib.b,11 12 sama rrq😂,0,2026-04-04T17:00:32Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@reickyamir6659,Geek tllu berani mau main bar bar dgn Onic. Lawak,0,2026-04-04T14:43:08Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@AhmadFauzi-x4g6o,"""MALAH MENTOK""😂😂😂😂 ngakak casternya",0,2026-04-04T14:36:46Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@NasrunEpendi-g4h,Lawan onic jadi ayam😂😂😂😂😂,0,2026-04-04T12:46:04Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@mazcokerchannel,Ngeri banget si KAIRI🎉🎉,1,2026-04-04T12:30:41Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ModalGratis-x9u,ok,0,2026-04-04T11:44:53Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@GZRROBLOX,"Masih onic blm gw,gw klo disitu menit 1 udh victory😏😏🧢",0,2026-04-04T10:33:36Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@DeniSyahla,Lupfi gila main sora pamain geek di kandangin di best sendiri 😄,2,2026-04-04T10:12:44Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@kucingsaja1,14:17  kumar mentok tembok😹,1,2026-04-04T09:57:13Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ru_7827,Apa gua doang yang ngerasa filter muka di tumbnail terlalu berlebihan kesannya kek pake make up d bibir ama d mata cuy.. apa dibuat kek cong ya,0,2026-04-04T09:05:49Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@UmmuSyifarini,Suyounya kairi ngamuk jir😮😮😮,0,2026-04-04T08:02:54Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@belajarbersama-q1v,baloy melayang dengan awan kinton😹,0,2026-04-04T07:42:01Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@RafiqAkalil,Dri game pertama sampai game ke 2 baloy kocak habis🤣,0,2026-04-04T06:36:12Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@youtubenyleneh86,"onic tu pinter bgt naroh core nya, game 1 core nya kasih ke kelra, game 2 di kasih ke kairi  jadi ngga terus""an di satu player",0,2026-04-04T05:58:08Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@izhapasae3639,"Si lutfi gebukin tuan rumh depan pintu, gk diijinin keluar 🤣🤣",0,2026-04-04T05:57:20Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ujlyln,"kairi bukan sekadar jago, ini udah dominan.",1,2026-04-04T05:51:29Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@jauzyattaya2645,Kiboy jujur banget😂😂,0,2026-04-04T05:40:07Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@amarsyah5530,"Gua ngakak denger ""Malah Mentogg""",0,2026-04-04T05:14:23Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@HafidzFz,Selagi ada baloy ngestuck ini geek,0,2026-04-04T05:07:37Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@SarhonTeron-p7f,Kairi and kelra   god play,1,2026-04-04T04:47:01Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@GhaisanHardianto,18:08 kerla ny gemes sama sanzz😂😂,5,2026-04-04T04:24:28Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@SHANKS0709,"mana spicy boy? 
mana miracle boy? 
mana kiboy? 
this is supertoyyy",0,2026-04-04T03:53:05Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@BambangHermansyah-s3q,"kok nggak bisa di download lah vidionya, kan lumayan buat hiburan kalo lagi offline😅😅😅",0,2026-04-04T03:42:44Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@IkvanaJabarudin-s6e,Lagi lagi baloy gaguna,0,2026-04-04T03:28:42Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@LiamSkywe,Thumbnail nya slay sekali Kwan ku 💅,0,2026-04-04T03:16:37Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@gersa9317,Aboy udah gak layak,0,2026-04-04T03:10:44Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@Choco_Milk.1,onic menang tidur pun tenang,0,2026-04-04T02:48:11Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@Ilhamodon2909,Itu thumbnail nya yang geek siapa njir baloy kah? Kalo beneran baloy ini yang makeup suruh belajar lagi dah masa dibikin begitu njir😂😂😂,0,2026-04-04T02:42:24Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@andrianpratama7009,9:27 chaos parah 😂,2,2026-04-04T02:23:07Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@kahfisinai,Kiboy ulti apa hahaha,0,2026-04-04T02:11:40Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ASYURA-44-44,8:44 burem jir,0,2026-04-04T01:43:36Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@azure-e6m,Di mainin geek sama onic🗿,0,2026-04-04T01:27:47Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@widiaayu7360,Terlalu OP sih Onic ini 🎉🎉,0,2026-04-04T00:53:34Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@mangsitutuldotkom4860,"Wr onic     100% (terlalu op)
Pergantian gold Lane jauh bgt",0,2026-04-04T00:45:03Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ImamGozali-g9e,Onic kejam,0,2026-04-04T00:25:26Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ridhoprasetyo7791,Geek bisa main ga sih sebenernya ??,0,2026-04-03T23:27:08Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@Storylibra29,Ganti magenya bloon cuma bisa zetian itu pun cupu,0,2026-04-03T22:55:05Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@pdkacang,ONIC NO COUNTER🔥😜👆,1,2026-04-03T22:15:19Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ganeshalapenanggaputra,"Akankah menjadi liga tani, maniezzku??",0,2026-04-03T21:52:12Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@choliktv7947,Geek kok nyawit bgt ye3 apalah yg agak mendingan ya may kids sisanya anomali😢,0,2026-04-03T21:44:01Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@MC_DONALZ,Kasih ke onic langsung aja pialanya 😂😂,0,2026-04-03T21:18:18Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@aabahwarung,"Full slek kah Geek, main sendiri-sendiri jir",0,2026-04-03T20:31:31Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@alifabyan5092,muka baloy kenapa di makeup jirr,0,2026-04-03T20:24:39Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ArnoldRivera-dh6or,Kelra is the key 🔑🔑🔑,0,2026-04-03T19:38:38Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@anggela8160,game 2 geek sudah mulai frustasi 🙄,0,2026-04-03T18:56:12Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@YusufsholehSholeh,"""Tapi kairi, malah mentok""🗿",0,2026-04-03T18:54:23Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@juanjamala4063,"seperti biasa, jago di kandang. jadi bulan-bulanan jika ikut ajang diluar kandang 😂",0,2026-04-03T18:51:37Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@MrSandy0387,Lutfi best Exp Indo ❤,0,2026-04-03T18:46:17Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@RismaKinanti-z2i,Tololll,0,2026-04-03T18:45:15Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@bangzet_ml,Baloy berhentilah menjadi badut,0,2026-04-03T18:34:50Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@Hawkeye99-q3u,easyy anjir lawannya,0,2026-04-03T18:29:41Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ElmyMubaraq,Bang mau tanya emng bener rrq mau datengin super dede buat gantiin gold line nya,0,2026-04-03T18:17:08Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@21navier,"Apasi yg edit wajah player jadi gitu MPL ???  Hahh???
Periksa mata kalian deh tim MPL !!!",0,2026-04-03T18:14:17Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@RRSON1,"Minn sumpah dah itu foto² player nya malah jdi Kya badut, kenapa gak di bikin natural aja Kya yg udh²",0,2026-04-03T18:09:31Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ilgaming6570,kocak... karrie di kasih bebas farming,0,2026-04-03T17:55:52Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@yodipratama2577,M8 udah pasti onic😂,0,2026-04-03T17:52:50Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@wiendywiwin784,Onic sih semua menyala uhuy,0,2026-04-03T17:51:57Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@agussarbini5977,Bapuk juga geek ya,0,2026-04-03T17:27:28Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@rrqjago1,Halah onic di gendong ph,0,2026-04-03T17:24:45Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@Shiroyasha13.20,"Seharusnya Draftnya main chip itu 

Jgn magenya Zhetian harusnya faramis atau luo yi 😂😂

Freya yg harusnya mendominasi di awal tapi malah kalah yh jadi bapuk sampai late game tu hero 

Masha Gold lane kurang Cocok Apa lagi karrie itu Lumayan tebal sulit masha solo kill karrie yg punya leafsteal sedangkan Item mashanya gk ada sea Halbert",0,2026-04-03T17:23:26Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@Shiroyasha13.20,"Masha Sekarang Lebih Cocok langsung Bikin Sea Halbert lanjut Sky piecer dan Rose Gold Masuk kabur nya enak 

Nta kenapa pro players Pada beli heptasis Langsung Bod 
Seharusnya sea halbert wajib si kalo mau solo kill solo kill pake masha",0,2026-04-03T17:19:05Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@Entropyy7,"8:40 apaan coba freya tiba2 engage, tim nya masi pada jauh dan gada yang backup njir",2,2026-04-03T17:08:36Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@WatiJait-y1s,Juara local again and again,0,2026-04-03T16:58:09Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@immanuelgultom4845,berasa main rank,0,2026-04-03T16:52:28Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@MuhammadRamdani-y2n,🎉,0,2026-04-03T16:37:08Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@TachaOkt,Kok jadi kasian lihat raut muka baloy,0,2026-04-03T16:35:31Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@muhammadfarid7995,ini baru tournament,1,2026-04-03T16:32:30Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@rahmatrinaldi5065,"Kiboy 
Jadi ngeri lagi maen ya 😁",13,2026-04-03T16:31:18Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@RMxnxy,12:28  si clawkun sekarang kemana yaa?🤔🤔🤔,1,2026-04-03T16:30:42Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ArielOrteda,Njir musuh ada mm geek malah ga ada 2x loh padahal mm butuh banget,0,2026-04-03T16:30:19Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@Ppqplayoffsjalurmartabak2241,Dari semua Hero geek fam pick Hero begituan wkwkwk 🤣,0,2026-04-03T16:28:39Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@kymkurniawan,Tuma onic ygy pake lagu . Team lain apakah ada sorry gua cma nnton klo onic maen,2,2026-04-03T16:25:30Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@ahmadrifkiramdoni8164,gelo baloy bisa gitu ya,0,2026-04-03T16:25:08Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@AhmadMuzaky-w2n,perasaan war mulu main nya,1,2026-04-03T16:22:44Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@saldiyunus9649,3:30 ad coach yeb😮😮,5,2026-04-03T16:20:08Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
Mm44Ic3xi9c,@saldiyunus9649,Baloy mkin aneh mainnya😢,0,2026-04-03T16:18:31Z,MPL Indonesia Week 2,ONIC vs GEEK | Regular Season Week 2 Day 1 | Game 2 | #MPLIDS17
